# source_page	target	reason	branch	measure
# page-map v2 - agent-refined from page-structure-advice.py output (spec 9e); Gate-B reviews this contract via the migration report.
# branch: 1=artefact intro-note, 2=section on artefact index page, 3=agreed page owns it, 4=own page, 5=RETIRED.
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-sonstige-pulsatile-dr-cke-generisch-observation.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-bilanzen.md	input/pagecontent/profiles.md	trivial hub node (<50 chars) -> family section on profiles	2	agent-refined
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-ausfuhr-drainage-generisch-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-ausfuhr-drainage-generisch-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-ausfuhr-drainage-generisch
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-ausfuhr-h-mofiltration-einzelmesswerte-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte-intro.md	artefact page with TYPO/OUTDATED Canonical line on the guide (documented in report queue 3); anchored by title match	1	canonical-on-page=https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-abnahme-haemofiltration-einzelmesswerte
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-ausfuhr-op-drainage-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-ausfuhr-op-drainage-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-ausfuhr-op-drainage
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-ausfuhr-wunddrainage-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-ausfuhr-wunddrainage-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-ausfuhr-wunddrainage
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-ausfuhr-fl-ssigkeit-gesamt-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-ausfuhr-fluessigkeit-gesamt-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-ausfuhr-fluessigkeit-gesamt
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-ausfuhr-gallenfl-ssigkeit-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-ausfuhr-gallenfluessigkeit-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-ausfuhr-gallenfluessigkeit
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-ausfuhr-magensonde-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-ausfuhr-magensonde-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-ausfuhr-magensonde
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-ausfuhr-pankreasdrainage-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-ausfuhr-pankreasdrainage-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-ausfuhr-pankreasdrainage
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-ausfuhr-stuhlgang-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-ausfuhr-stuhlgang-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-ausfuhr-stuhlgang
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-ausfuhr-urin-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-ausfuhr-urin-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-ausfuhr-urin
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-ausfuhr-blutverlust-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-ausfuhr-blutverlust-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-ausfuhr-blutverlust
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-einfuhr-enterale-fl-ssigkeit-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-einfuhr-enterale-fluessigkeit-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-einfuhr-enterale-fluessigkeit
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-einfuhr-fl-ssigkeit-gesamt-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-einfuhr-fluessigkeit-gesamt-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-einfuhr-fluessigkeit-gesamt
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-einfuhr-oraler-fl-ssigkeit-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-einfuhr-orale-fluessigkeit-intro.md	artefact page with TYPO/OUTDATED Canonical line on the guide (documented in report queue 3); anchored by title match	1	canonical-on-page=https://www.medizininformatik-initiative.de/fhir/ext/modul-icu/StructureDefinition/mii-pr-icu-bilanz-einfuhr-oraler-fluessigkeit
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-tagesbilanz-fl-ssigkeit-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-tagesbilanz-fluessigkeit-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-tagesbilanz-fluessigkeit
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-einfuhr-muttermilch-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-einfuhr-muttermilch-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-einfuhr-muttermilch
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-einfuhr-abgepumpte-muttermilch-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-einfuhr-abgepumpte-muttermilch-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-einfuhr-abgepumpte-muttermilch
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-einfuhr-spendermilch-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-einfuhr-spendermilch-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-einfuhr-spendermilch
technischeimplementierung-fhir-profile-untersuchungen.md	input/pagecontent/profiles.md	trivial hub node (<50 chars) -> family section on profiles	2	agent-refined
technischeimplementierung-fhir-profile-untersuchungen-untersuchung-observation.md	input/pagecontent/profiles.md	trivial hub node (<50 chars) -> family section on profiles	2	agent-refined
technischeimplementierung-fhir-profile-untersuchungen-untersuchung-observation-untersuchung-pupillenbefund-observation.page.md.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-untersuchung-pupillenbefund
technischeimplementierung-fhir-profile-untersuchungen-untersuchung-observation-untersuchung-pupillenform-observation.page.md.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-untersuchung-pupillenform
technischeimplementierung-fhir-profile-untersuchungen-untersuchung-observation-untersuchung-pupillengr-e-observation.page.md.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-untersuchung-pupillengroesse
technischeimplementierung-fhir-profile-untersuchungen-untersuchung-observation-untersuchung-pupillensymmetrie-observation.page.md.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-untersuchung-pupillensymmetrie
technischeimplementierung-fhir-profile-untersuchungen-untersuchung-observation-untersuchung-direkte-pupillenlichtreaktion-observation.page.md.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-untersuchung-pupillenlichtreaktion-direkt
technischeimplementierung-fhir-profile-untersuchungen-untersuchung-observation-untersuchung-indirekte-pupillenlichtreaktion-observation.page.md.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-untersuchung-pupillenlichtreaktion-indirekt
technischeimplementierung-fhir-profile-scores.md	input/pagecontent/profiles.md	trivial hub node (<50 chars) -> family section on profiles	2	agent-refined
technischeimplementierung-fhir-profile-scores-score-observation.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-score
technischeimplementierung-fhir-profile-scores-score-observation-intensive-care-delirium-screening-checklist-observation.page.md.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-score-icdsc
technischeimplementierung-fhir-profile-scores-score-observation-confusion-assessment-method-for-the-icu-observation.page.md.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-score-cam-icu
technischeimplementierung-fhir-profile-scores-score-observation-faces-pain-scale-revised-observation.page.md.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-score-faces-pain-scale-revised
technischeimplementierung-fhir-profile-scores-score-observation-numerische-ratingskala-observation.page.md.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-score-numerische-ratingskala
technischeimplementierung-fhir-profile-scores-score-observation-rass-observation.page.md.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-score-rass
technischeimplementierung-fhir-profile-scores-score-observation-sofa-observation.page.md.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-score-sofa
technischeimplementierung-fhir-profile-scores-score-observation-visuelle-analogskala-observation.page.md.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-score-visuelle-analogskala
technischeimplementierung-fhir-profile-scores-score-observation-wong-baker-faces-schmerzskala-observation.page.md.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-score-wong-baker-faces-schmerzskala
technischeimplementierung-fhir-profile-scores-score-observation-zuerich-observation-pain-assessment-observation.page.md.md	RETIRED	page carried ONLY the generated profile rendering (0 chars prose); artifact page is regenerated by the IG Publisher - nothing to migrate	5	anchored by Canonical line; StructureDefinition/mii-pr-icu-score-zopa
technischeimplementierung-terminologien.page.md.md	input/pagecontent/value-sets.md	terminology overview -> value-sets (9a split rule)	3	agent-refined map; kind=artefact-view
technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-einfuhr-s-uglingsnahrung-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-einfuhr-saeuglingsnahrung-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-bilanz-einfuhr-saeuglingsnahrung
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpergewicht-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-muv-koerpergewicht-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-muv-koerpergewicht
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpergewicht-percentil-altersabh-ngig-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpergr-sse-percentil-altersabh-ngig-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpergr-e-observation.page.md.md	input/intro-notes/StructureDefinition-mii-pr-icu-muv-koerpergroesse-intro.md	artefact page prose -> intro-note; generated rendering NOT migrated (publisher re-renders)	1	anchored by Canonical line; StructureDefinition/mii-pr-icu-muv-koerpergroesse
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-achsel-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-atemwege-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-blut-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-brust-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-brustwirbelsaeule-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-gelenk-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-halswirbelsaeule-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-harnblase-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-kern-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-leiste-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-lendenwirbelsaeule-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-myokard-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-nasen-rachen-raum-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-speiseroehre-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-stirn-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-trommelfell-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-nasal-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-rektal-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-unter-der-zunge-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation-k-rpertemperatur-vaginal-observation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-k-rpertemperatur-generisch-observation.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-sauerstoffs-ttigung-im-blut-postduktal-durch-pulsoxymetrie-obs.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-sauerstoffs-ttigung-im-blut-preduktal-durch-pulsoxymetrie-obs.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-sonstige-pulsatile-dr-cke-generisch-observation-linksatrialerdruckobservation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-sonstige-pulsatile-dr-cke-generisch-observation-linksventrikulrerdruckobservation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-sonstige-pulsatile-dr-cke-generisch-observation-pulmonalarteriellerblutdruckobservation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-sonstige-pulsatile-dr-cke-generisch-observation-rechtsatrialerdruckobservation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-sonstige-pulsatile-dr-cke-generisch-observation-rechtsventrikulrerdruckobservation.page.md.md	input/pagecontent/profiles.md	renders ISIK-hosted sd-mii-icu-* profile (de.gematik.isik 5.1.0); boilerplate prose -> MUV cluster section on profiles	2	ISIK package artifact; not a module artifact page
